Incident Type,Creation Date,Response Time,Year,Week,Day
Law Enforcement-Suspicious Package,2011-05-06 00:00:00,42.0,2011,2011-18,126
Law Enforcement-Suspicious Package,2011-05-06 00:00:00,67.0,2011,2011-18,126
Law Enforcement-Suspicious Package,2011-05-08 22:57:10,59.0,2011,2011-19,128
Law Enforcement-Explosion,2011-05-11 00:00:00,79.0,2011,2011-19,131
Law Enforcement-Suspicious Package,2011-05-12 00:00:00,74.0,2011,2011-19,132
Law Enforcement-Suspicious Package,2011-05-14 00:00:00,23.0,2011,2011-19,134
Law Enforcement-Suspicious Package,2011-05-18 00:00:00,35.0,2011,2011-20,138
Law Enforcement-Suspicious Package,2011-05-24 00:00:00,133.0,2011,2011-21,144
Law Enforcement-Suspicious Package,2011-06-06 00:00:00,77.0,2011,2011-23,157
Law Enforcement-Suspicious Package,2011-06-14 00:00:00,100.0,2011,2011-24,165
Law Enforcement-Suspicious Package,2011-07-26 00:00:00,14.0,2011,2011-30,207
Law Enforcement-Suspicious Package,2011-07-28 00:00:00,73.0,2011,2011-30,209
Law Enforcement-Suspicious Package,2011-08-01 00:00:00,88.0,2011,2011-31,213
Law Enforcement-Suspicious Package,2011-08-02 00:00:00,26.0,2011,2011-31,214
Law Enforcement-Suspicious Package,2011-08-05 00:00:00,38.0,2011,2011-31,217
Law Enforcement-Device,2011-08-11 00:00:00,25.0,2011,2011-32,223
Law Enforcement-Suspicious Package,2011-08-23 00:00:00,47.0,2011,2011-34,235
Law Enforcement-Suspicious Package,2011-08-29 00:00:00,50.0,2011,2011-35,241
Law Enforcement-Suspicious Package,2011-08-30 00:00:00,74.0,2011,2011-35,242
Law Enforcement-Suspicious Package,2011-09-01 00:00:00,77.0,2011,2011-35,244
Law Enforcement-Device,2011-09-01 00:00:00,38.0,2011,2011-35,244
Law Enforcement-Suspicious Package,2011-09-02 00:00:00,11.0,2011,2011-35,245
Law Enforcement-Device,2011-09-07 00:00:00,16.0,2011,2011-36,250
Law Enforcement-Suspicious Package,2011-09-09 00:00:00,45.0,2011,2011-36,252
Law Enforcement-Suspicious Package,2011-09-11 00:00:00,83.0,2011,2011-37,254
Law Enforcement-Suspicious Package,2011-09-16 00:00:00,67.0,2011,2011-37,259
Law Enforcement-Suspicious Package,2011-09-19 00:00:00,67.0,2011,2011-38,262
Law Enforcement-Suspicious Package,2011-09-19 00:00:00,4000.0,2011,2011-38,262
Law Enforcement-Suspicious Package,2011-09-20 00:00:00,39.0,2011,2011-38,263
Law Enforcement-Suspicious Package,2011-09-21 00:00:00,7.0,2011,2011-38,264
Law Enforcement-Suspicious Package,2011-09-23 00:00:00,30.0,2011,2011-38,266
Law Enforcement-Suspicious Package,2011-09-26 00:00:00,55.0,2011,2011-39,269
Law Enforcement-Haz Mat,2011-09-27 00:00:00,115.0,2011,2011-39,270
Law Enforcement-Civil Unrest,2011-10-01 00:00:00,4000.0,2011,2011-39,274
Law Enforcement-Suspicious Package,2011-10-04 00:00:00,36.0,2011,2011-40,277
Law Enforcement-Device,2011-10-10 00:00:00,52.0,2011,2011-41,283
Law Enforcement-Suspicious Package,2011-10-21 00:00:00,51.0,2011,2011-42,294
Law Enforcement-Jumper Up,2011-10-22 00:00:00,184.0,2011,2011-42,295
Law Enforcement-Bomb Threat,2011-10-26 00:00:00,166.0,2011,2011-43,299
Law Enforcement-Device,2011-11-01 00:00:00,214.0,2011,2011-44,305
Law Enforcement-Suspicious Package,2011-11-02 00:00:00,47.0,2011,2011-44,306
Law Enforcement-Found Grenade,2011-11-03 00:00:00,32.0,2011,2011-44,307
Law Enforcement-Suspicious Package,2011-11-05 00:00:00,42.0,2011,2011-44,309
Law Enforcement-Suspicious Package,2011-11-06 00:00:00,40.0,2011,2011-45,310
Law Enforcement-Suspicious Package,2011-11-06 00:00:00,67.0,2011,2011-45,310
Law Enforcement-Suspicious Package,2011-11-07 00:00:00,42.0,2011,2011-45,311
Law Enforcement-Suspicious Package,2011-11-08 00:00:00,70.0,2011,2011-45,312
Law Enforcement-Suspicious Package,2011-11-15 00:00:00,69.0,2011,2011-46,319
Law Enforcement-Suspicious Package,2011-11-22 00:00:00,42.0,2011,2011-47,326
Law Enforcement-Suspicious Package,2011-11-27 00:00:00,48.0,2011,2011-48,331
Law Enforcement-Suspicious Package,2011-11-28 00:00:00,20.0,2011,2011-48,332
Law Enforcement-Suspicious Package,2011-11-28 00:00:00,52.0,2011,2011-48,332
Law Enforcement-Police Officer Assualted,2011-11-29 14:56:47,,2011,2011-48,333
Law Enforcement-Suspicious Package,2011-11-30 00:00:00,46.0,2011,2011-48,334
Law Enforcement-Suspicious Package,2011-12-02 00:00:00,31.0,2011,2011-48,336
Law Enforcement-Suspicious Package,2011-12-02 00:00:00,146.0,2011,2011-48,336
Law Enforcement-Suspicious Vehicle,2011-12-04 00:00:00,35.0,2011,2011-49,338
Law Enforcement-Suspicious Package,2011-12-04 00:00:00,45.0,2011,2011-49,338
Law Enforcement-Suspicious Package,2011-12-08 00:00:00,46.0,2011,2011-49,342
Law Enforcement-Suspicious Package,2011-12-14 00:00:00,85.0,2011,2011-50,348
Law Enforcement-Suspicious Package,2011-12-14 00:00:00,124.0,2011,2011-50,348
Law Enforcement-Suspicious Package,2011-12-16 00:00:00,55.0,2011,2011-50,350
Law Enforcement-Suspicious Package,2011-12-18 00:00:00,21.0,2011,2011-51,352
Law Enforcement-Suspicious Package,2011-12-19 00:00:00,108.0,2011,2011-51,353
Law Enforcement-Suspicious Package,2011-12-31 00:00:00,31.0,2011,2011-52,365
Law Enforcement-Suspicious Package,2012-01-05 00:00:00,27.0,2012,2012-01,5
Law Enforcement-Suspicious Package,2012-01-12 00:00:00,31.0,2012,2012-02,12
Law Enforcement-Suspicious Package,2012-01-25 00:00:00,70.0,2012,2012-04,25
Law Enforcement-Suspicious Package,2012-01-25 00:00:00,56.0,2012,2012-04,25
Law Enforcement-Suspicious Package,2012-01-30 00:00:00,45.0,2012,2012-05,30
Law Enforcement-Found Explosives,2012-02-02 00:00:00,163.0,2012,2012-05,33
Law Enforcement-Suspicious Package,2012-02-09 00:00:00,133.0,2012,2012-06,40
Law Enforcement-Suspicious Package,2012-02-10 00:00:00,106.0,2012,2012-06,41
Law Enforcement-Suspicious Package,2012-02-13 00:00:00,68.0,2012,2012-07,44
Law Enforcement-Suspicious Package,2012-02-17 00:00:00,91.0,2012,2012-07,48
Law Enforcement-Suspicious Package,2012-02-18 00:00:00,142.0,2012,2012-07,49
Law Enforcement-Suspicious Package,2012-03-01 00:00:00,19.0,2012,2012-09,61
Law Enforcement-Suspicious Package,2012-03-06 00:00:00,66.0,2012,2012-10,66
Law Enforcement-Suspicious Package,2012-03-07 00:00:00,44.0,2012,2012-10,67
Law Enforcement-Suspicious Package,2012-03-21 00:00:00,47.0,2012,2012-12,81
Law Enforcement-Suspicious Package,2012-03-23 00:00:00,60.0,2012,2012-12,83
Law Enforcement-Suspicious Package,2012-03-27 19:56:25,59.0,2012,2012-13,87
Law Enforcement-Suspicious Package,2012-03-30 00:00:00,45.0,2012,2012-13,90
Law Enforcement-Suspicious Package,2012-04-07 00:00:00,73.0,2012,2012-14,98
Law Enforcement-Suspicious Package,2012-04-08 00:00:00,3.0,2012,2012-15,99
Law Enforcement-Suspicious Package,2012-04-10 00:00:00,20.0,2012,2012-15,101
Law Enforcement-Suspicious Package,2012-04-12 00:00:00,65.0,2012,2012-15,103
Law Enforcement-Suspicious Package,2012-04-17 00:00:00,11.0,2012,2012-16,108
Law Enforcement-Suspicious Package,2012-04-19 00:00:00,32.0,2012,2012-16,110
Law Enforcement-Bomb Threat,2012-04-20 00:00:00,57.0,2012,2012-16,111
Law Enforcement-Device,2012-04-28 00:00:00,55.0,2012,2012-17,119
Law Enforcement-Haz Mat,2012-04-30 00:00:00,225.0,2012,2012-18,121
Law Enforcement-Haz Mat,2012-04-30 00:00:00,150.0,2012,2012-18,121
Law Enforcement-Haz Mat,2012-04-30 00:00:00,64.0,2012,2012-18,121
Law Enforcement-Haz Mat,2012-04-30 00:00:00,224.0,2012,2012-18,121
Law Enforcement-Haz Mat,2012-04-30 00:00:00,91.0,2012,2012-18,121
Law Enforcement-Suspicious Package,2012-05-01 00:00:00,99.0,2012,2012-18,122
Law Enforcement-Suspicious Package,2012-05-07 00:00:00,13.0,2012,2012-19,128
Law Enforcement-Suspicious Package,2012-05-14 00:00:00,56.0,2012,2012-20,135
Law Enforcement-Suspicious Package,2012-05-15 00:00:00,44.0,2012,2012-20,136
Law Enforcement-Suspicious Package,2012-05-18 00:00:00,54.0,2012,2012-20,139
Law Enforcement-Suspicious Package,2012-05-19 00:00:00,307.0,2012,2012-20,140
Law Enforcement-Suspicious Package,2012-05-30 00:00:00,638.0,2012,2012-22,151
Law Enforcement-Suspicious Package,2012-06-05 00:00:00,107.0,2012,2012-23,157
Law Enforcement-Suspicious Package,2012-06-17 00:00:00,45.0,2012,2012-25,169
Law Enforcement-Suspicious Package,2012-06-19 00:00:00,129.0,2012,2012-25,171
Law Enforcement-Suspicious Package,2012-07-01 00:00:00,27.0,2012,2012-27,183
Law Enforcement-Suspicious Package,2012-07-04 00:00:00,28.0,2012,2012-27,186
Law Enforcement-Suspicious Package,2012-07-05 00:00:00,66.0,2012,2012-27,187
Law Enforcement-White Powder,2012-07-06 00:00:00,55.0,2012,2012-27,188
Law Enforcement-Suspicious Package,2012-07-12 00:00:00,104.0,2012,2012-28,194
Law Enforcement-Suspicious Package,2012-07-12 00:00:00,42.0,2012,2012-28,194
Law Enforcement-Suspicious Package,2012-07-15 00:00:00,34.0,2012,2012-29,197
Law Enforcement-Suspicious Package,2012-07-17 00:00:00,59.0,2012,2012-29,199
Law Enforcement-Suspicious Package,2012-07-25 00:00:00,15.0,2012,2012-30,207
Law Enforcement-Suspicious Package,2012-08-01 00:00:00,40.0,2012,2012-31,214
Law Enforcement-Suspicious Package,2012-08-02 00:00:00,53.0,2012,2012-31,215
Law Enforcement-Device,2012-08-07 00:00:00,71.0,2012,2012-32,220
Law Enforcement-Device,2012-08-14 00:00:00,47.0,2012,2012-33,227
Law Enforcement-Device,2012-08-18 00:00:00,35.0,2012,2012-33,231
Law Enforcement-Suspicious Package,2012-08-20 00:00:00,38.0,2012,2012-34,233
Law Enforcement-Suspicious Package,2012-08-21 00:00:00,48.0,2012,2012-34,234
Law Enforcement-Suspicious Package,2012-08-21 00:00:00,18.0,2012,2012-34,234
Law Enforcement-Suspicious Package,2012-08-22 00:00:00,48.0,2012,2012-34,235
Law Enforcement-Suspicious Package,2012-08-28 00:00:00,39.0,2012,2012-35,241
Law Enforcement-Suspicious Package,2012-09-02 00:00:00,52.0,2012,2012-36,246
Law Enforcement-Suspicious Package,2012-09-05 00:00:00,42.0,2012,2012-36,249
Law Enforcement-Device,2012-09-05 00:00:00,22.0,2012,2012-36,249
Law Enforcement-Haz Mat,2012-09-05 00:00:00,137.0,2012,2012-36,249
Law Enforcement-Device,2012-09-06 00:00:00,39.0,2012,2012-36,250
Law Enforcement-Haz Mat,2012-09-06 00:00:00,25.0,2012,2012-36,250
Law Enforcement-Suspicious Package,2012-09-12 00:00:00,76.0,2012,2012-37,256
Law Enforcement-Suspicious Package,2012-09-15 00:00:00,34.0,2012,2012-37,259
Law Enforcement-Suspicious Package,2012-09-18 00:00:00,51.0,2012,2012-38,262
Law Enforcement-Device,2012-09-20 00:00:00,39.0,2012,2012-38,264
Law Enforcement-Suspicious Package,2012-09-23 00:00:00,92.0,2012,2012-39,267
Law Enforcement-Suspicious Package,2012-09-27 00:00:00,49.0,2012,2012-39,271
Law Enforcement-White Powder,2012-10-11 00:00:00,55.0,2012,2012-41,285
Law Enforcement-Suspicious Package,2012-10-17 00:00:00,123.0,2012,2012-42,291
Law Enforcement-Suspicious Package,2012-10-18 00:00:00,52.0,2012,2012-42,292
Law Enforcement-Suspicious Package,2012-10-18 00:00:00,32.0,2012,2012-42,292
Law Enforcement-Suspicious Package,2012-10-19 00:00:00,74.0,2012,2012-42,293
Law Enforcement-Suspicious Vehicle,2012-10-20 00:00:00,44.0,2012,2012-42,294
Law Enforcement-Suspicious Package,2012-10-21 00:00:00,54.0,2012,2012-43,295
Law Enforcement-Suspicious Package,2012-10-23 00:00:00,0.0,2012,2012-43,297
Law Enforcement-Suspicious Package,2012-10-27 00:00:00,87.0,2012,2012-43,301
Law Enforcement-Suspicious Package,2012-10-28 00:00:00,47.0,2012,2012-44,302
Law Enforcement-Device,2012-10-28 00:00:00,66.0,2012,2012-44,302
Law Enforcement-Suspicious Package,2012-11-11 00:00:00,57.0,2012,2012-46,316
Law Enforcement-Suspicious Package,2012-11-12 00:00:00,61.0,2012,2012-46,317
Law Enforcement-Suspicious Package,2012-11-19 00:00:00,22.0,2012,2012-47,324
Law Enforcement-Suspicious Package,2012-11-20 00:00:00,29.0,2012,2012-47,325
Law Enforcement-Suspicious Package,2012-11-21 00:00:00,47.0,2012,2012-47,326
Law Enforcement-Suspicious Package,2012-11-28 00:00:00,16.0,2012,2012-48,333
Law Enforcement-Suspicious Package,2012-11-30 00:00:00,95.0,2012,2012-48,335
Law Enforcement-Suspicious Powder,2012-11-30 00:00:00,43.0,2012,2012-48,335
Law Enforcement-Suspicious Package,2012-12-07 00:00:00,46.0,2012,2012-49,342
Law Enforcement-Suspicious Package,2012-12-18 00:00:00,65.0,2012,2012-51,353
Law Enforcement-Suspicious Package,2012-12-29 00:00:00,539.0,2012,2012-52,364
Law Enforcement-Device,2013-01-04 00:00:00,20.0,2013,2013-00,4
Law Enforcement-Suspicious Package,2013-01-08 00:00:00,37.0,2013,2013-01,8
Law Enforcement-Suspicious Package,2013-01-15 00:00:00,43.0,2013,2013-02,15
Law Enforcement-Device,2013-01-20 00:00:00,298.0,2013,2013-03,20
Law Enforcement-Un Authorized Tractor Trailer,2013-02-05 00:00:00,0.0,2013,2013-05,36
Law Enforcement-Device,2013-02-09 00:00:00,44.0,2013,2013-05,40
Law Enforcement-Suspicious Package,2013-02-11 00:00:00,36.0,2013,2013-06,42
Law Enforcement-Device,2013-03-05 00:00:00,39.0,2013,2013-09,64
Law Enforcement-Suspicious Package,2013-03-11 00:00:00,31.0,2013,2013-10,70
Law Enforcement-Device,2013-03-14 00:00:00,33.0,2013,2013-10,73
Law Enforcement-Suspicious Package,2013-03-15 00:00:00,70.0,2013,2013-10,74
Law Enforcement-Suspicious Package,2013-03-16 00:00:00,10.0,2013,2013-10,75
Law Enforcement-Suspicious Package,2013-03-17 00:00:00,100.0,2013,2013-11,76
Law Enforcement-Suspicious Package,2013-03-18 00:00:00,8.0,2013,2013-11,77
Law Enforcement-Suspicious Package,2013-03-20 00:00:00,55.0,2013,2013-11,79
Law Enforcement-Suspicious Package,2013-03-26 00:00:00,8.0,2013,2013-12,85
Law Enforcement-Suspicious Package,2013-03-29 00:00:00,75.0,2013,2013-12,88
Law Enforcement-Suspicious Package,2013-03-29 00:00:00,25.0,2013,2013-12,88
Law Enforcement-Suspicious Package,2013-04-08 00:00:00,41.0,2013,2013-14,98
Law Enforcement-Suspicious Package,2013-04-16 00:00:00,42.0,2013,2013-15,106
Law Enforcement-Suspicious Package,2013-04-17 00:00:00,83.0,2013,2013-15,107
Law Enforcement-Suspicious Package,2013-04-17 00:00:00,92.0,2013,2013-15,107
Law Enforcement-Suspicious Package,2013-04-17 00:00:00,58.0,2013,2013-15,107
Law Enforcement-Device,2013-04-17 00:00:00,52.0,2013,2013-15,107
Law Enforcement-Suspicious Package,2013-04-17 00:00:00,92.0,2013,2013-15,107
Law Enforcement-Suspicious Package,2013-04-17 00:00:00,43.0,2013,2013-15,107
Law Enforcement-Suspicious Package,2013-04-18 00:00:00,77.0,2013,2013-15,108
Law Enforcement-Suspicious Package,2013-04-18 00:00:00,39.0,2013,2013-15,108
Law Enforcement-Suspicious Package,2013-04-18 00:00:00,39.0,2013,2013-15,108
Law Enforcement-Suspicious Package,2013-04-19 00:00:00,101.0,2013,2013-15,109
Law Enforcement-Suspicious Package,2013-04-19 00:00:00,59.0,2013,2013-15,109
Law Enforcement-Suspicious Package,2013-04-21 00:00:00,55.0,2013,2013-16,111
Law Enforcement-Suspicious Package,2013-04-22 00:00:00,211.0,2013,2013-16,112
Law Enforcement-Suspicious Package,2013-04-23 00:00:00,94.0,2013,2013-16,113
Law Enforcement-Suspicious Package,2013-04-23 00:00:00,63.0,2013,2013-16,113
Law Enforcement-Suspicious Vehicle,2013-04-23 00:00:00,84.0,2013,2013-16,113
Law Enforcement-Suspicious Package,2013-04-25 00:00:00,504.0,2013,2013-16,115
Law Enforcement-Suspicious Package,2013-04-30 00:00:00,61.0,2013,2013-17,120
Law Enforcement-Suspicious Package,2013-04-30 00:00:00,38.0,2013,2013-17,120
Law Enforcement-Suspicious Package,2013-04-30 00:00:00,100.0,2013,2013-17,120
Law Enforcement-Suspicious Package,2013-05-02 00:00:00,57.0,2013,2013-17,122
Law Enforcement-Device,2013-05-02 00:00:00,126.0,2013,2013-17,122
Law Enforcement-Suspicious Package,2013-05-06 00:00:00,49.0,2013,2013-18,126
Law Enforcement-Suspicious Package,2013-05-08 00:00:00,44.0,2013,2013-18,128
Law Enforcement-Suspicious Package,2013-05-10 00:00:00,76.0,2013,2013-18,130
Law Enforcement-Suspicious Package,2013-05-13 00:00:00,14.0,2013,2013-19,133
Law Enforcement-Suspicious Package,2013-05-13 00:00:00,60.0,2013,2013-19,133
Law Enforcement-Suspicious Package,2013-05-18 00:00:00,45.0,2013,2013-19,138
Law Enforcement-Bomb Threat,2013-05-20 00:00:00,49.0,2013,2013-20,140
Law Enforcement-Suspicious Package,2013-05-21 00:00:00,69.0,2013,2013-20,141
Law Enforcement-Suspicious Package,2013-05-24 00:00:00,333.0,2013,2013-20,144
Law Enforcement-Suspicious Vehicle,2013-05-27 00:00:00,97.0,2013,2013-21,147
Law Enforcement-Suspicious Package,2013-05-27 00:00:00,59.0,2013,2013-21,147
Law Enforcement-Suspicious Package,2013-05-29 00:00:00,44.0,2013,2013-21,149
Law Enforcement-Suspicious Substance,2013-05-30 00:00:00,1569.0,2013,2013-21,150
Law Enforcement-Suspicious Substance,2013-05-30 00:00:00,1543.0,2013,2013-21,150
Law Enforcement-Suspicious Package,2013-05-31 00:00:00,48.0,2013,2013-21,151
Law Enforcement-Suspicious Package,2013-06-02 00:00:00,0.0,2013,2013-22,153
Law Enforcement-Suspicious Powder,2013-06-04 00:00:00,245.0,2013,2013-22,155
Law Enforcement-Suspicious Package,2013-06-06 00:00:00,9.0,2013,2013-22,157
Law Enforcement-Suspicious Package,2013-06-10 00:00:00,216.0,2013,2013-23,161
Law Enforcement-Suspicious Package,2013-06-10 00:00:00,84.0,2013,2013-23,161
Law Enforcement-Suspicious Package,2013-06-12 00:00:00,87.0,2013,2013-23,163
Law Enforcement-Suspicious Package,2013-06-26 00:00:00,27.0,2013,2013-25,177
Law Enforcement-Suspicious Package,2013-06-29 00:00:00,44.0,2013,2013-25,180
Law Enforcement-Suspicious Package,2013-06-30 00:00:00,25.0,2013,2013-26,181
Law Enforcement-Suspicious Package,2013-07-01 00:00:00,27.0,2013,2013-26,182
Law Enforcement-Suspicious Package,2013-07-01 00:00:00,43.0,2013,2013-26,182
Law Enforcement-White Powder,2013-07-03 00:00:00,90.0,2013,2013-26,184
Law Enforcement-Suspicious Package,2013-07-04 00:00:00,27.0,2013,2013-26,185
Law Enforcement-Suspicious Package,2013-07-10 00:00:00,13.0,2013,2013-27,191
Law Enforcement-Suspicious Vehicle,2013-07-13 00:00:00,8.0,2013,2013-27,194
Law Enforcement-Suspicious Package,2013-07-18 00:00:00,43.0,2013,2013-28,199
Law Enforcement-Suspicious Package,2013-07-23 00:00:00,24.0,2013,2013-29,204
Law Enforcement-Suspicious Package,2013-07-28 00:00:00,40.0,2013,2013-30,209
Law Enforcement-Suspicious Package,2013-07-29 00:00:00,20.0,2013,2013-30,210
Law Enforcement-Suspicious Package,2013-07-31 00:00:00,78.0,2013,2013-30,212
Law Enforcement-Haz Mat,2013-08-02 00:00:00,4000.0,2013,2013-30,214
Law Enforcement-Suspicious Package,2013-08-09 00:00:00,45.0,2013,2013-31,221
Law Enforcement-Suspicious Package,2013-08-12 00:00:00,132.0,2013,2013-32,224
Law Enforcement-Report of Police Officer Shot,2013-08-17 00:00:00,5.0,2013,2013-32,229
Law Enforcement-Suspicious Package,2013-08-21 00:00:00,114.0,2013,2013-33,233
Law Enforcement-Suspicious Package,2013-08-26 00:00:00,98.0,2013,2013-34,238
Law Enforcement-Device,2013-08-28 00:00:00,46.0,2013,2013-34,240
Law Enforcement-Suspicious Device,2013-09-02 00:00:00,4000.0,2013,2013-35,245
Law Enforcement-Suspicious Package,2013-09-03 00:00:00,66.0,2013,2013-35,246
Law Enforcement-Suspicious Package,2013-09-11 00:00:00,426.0,2013,2013-36,254
Law Enforcement-Suspicious Package,2013-09-12 00:00:00,166.0,2013,2013-36,255
Law Enforcement-Suspicious Package,2013-09-12 00:00:00,78.0,2013,2013-36,255
Law Enforcement-Suspicious Package,2013-09-14 00:00:00,57.0,2013,2013-36,257
Law Enforcement-Suspicious Package,2013-09-14 00:00:00,49.0,2013,2013-36,257
Law Enforcement-Suspicious Package,2013-09-17 00:00:00,98.0,2013,2013-37,260
